id,spoken_words,word_count
14182,pfft tell,5
14183,,
14184,openings afraid home handed wo old frat buddy lou collier ya old alpha tau,34
14185,smithers keg meister,4
14186,hey alabama chapter,6
14187,,2
14188,let testing,7
14189,roll roll alpha tau bow wow wow wow bow wow wow wow,15
14190,,
14191,hmmm know better swear trying moon,14
14192,,
14193,worst quality,10
14194,workaholic,5
14195,push hard,5
14258,dear marge xxx homer,4
14196,takes long time learn kind goof,15
14197,okay,3
14198,little stuff starts disappearing workplace,7
14199,problem reactor,13
14200,problem reactor gon na die,10
14201,,
14202,job,5
14203,nah wanted good story life,9
14204,oh homie hey come feel baby kicking,11
14205,wow kid wo let,7
14206,swear come thing gon na man good job,23
14207,yeah doctor,3
14208,,
14209,,
14210,ye tallow hardens remove yon mold,11
14211,crappy candle,4
14212,ruined vacation,4
14213,,
14214,gentle sir fired,5
14215,oh,1
14216,,
14217,oh hello young man,4
14218,good evening madame selected good people slash co reap benefits new nev r dull knife edge shake hands slash,28
14219,handle handle,4
14220,,
14221,quit quit,4
14222,thought said liked dogs,7
14223,,
14224,hey wants rich today,7
14225,said,9
14226,let assure shady pyramid schemes hearing,19
14259,,
14389,right stick man,7
14227,sir model trapezoid guarantees investor return hours initial,19
14228,uh oh cops,3
14229,,
14230,fourth notice days overdue break thumbs homer going,15
14231,know know,7
14232,repo man baby things,8
14233,,
14234,crib mobile monitor oh lady ring afraid,10
14235,oh dear,2
14236,repossessing stuff hardest job,9
14237,dear marge time read gone deserve finest things world repossessed hunted like dog clear family want,54
14238,shut pen scratching,7
14239,send cent earn baby man,23
14240,,
14241,sad,4
14242,oh honey know turns today responsible head household,26
14243,hey homer frosting lunch,11
14244,okay,1
14245,,
14246,man oh homer homer,14
14247,dear shock thought time,16
14248,,
14249,taco hair,6
14250,uh huh explanation,5
14251,ahh,1
14252,tell marge,7
14253,nah let read society page,10
14254,,
14255,homer,1
14256,marge listen saw,5
14260,big shots stainless steel lunchboxes,7
14261,donuts,3
14262,right colors rainbow,8
14263,wowww,1
14264,,
14265,marge need rest dear,11
14266,heard noise outside thought homer,11
14267,hell marge got half words gulp n blow,13
14268,,
14269,yeah want,5
14270,husband,5
14271,want fries,5
14272,homer,1
14273,marge,1
14274,homer,1
14275,marge,1
14276,holy cow big house,8
14277,homer come home,5
14278,marge mean look trainee wo tell secret sauce buy decent wedding ring,32
14279,ring fine long,10
14280,marge,3
14281,aww,1
14282,mind took oil burning finger,15
14283,oh sure,2
14284,homer know married,8
14285,knocked,5
14286,love,5
14287,come home soon,3
14288,,
14289,come closer,6
14290,ironic hunter hunted oh god smithers feel alive,16
14291,boss,3
14292,yes,1
14293,security sir,4
14324,step aside deliver baby,6
14294,listen mr bigshot looking kind employee takes abuse sticks man treat like dirt kiss butt ice cream like change,52
14295,hold phone smithers like attitude feisty spineless,11
14296,sir man failed aptitude test got trapped closet way,19
14297,care impressed laid eyes young boot lick named waylon smithers,20
14298,mean,2
14299,welcome aboard son,3
14300,got job got job whoo hoo america job,18
14301,young hellcat smithers,6
14302,homer simpson sir,3
14303,simpson eh remember,6
14304,,
14305,marge marge,2
14306,little late gone hospital,9
14307,hospital,2
14308,drive,3
14309,thanks mom,2
14310,,5
14311,,
14312,marge marge baby,5
14313,right left,5
14314,shut,2
14315,hey listen fatboy,4
14316,listen wife kid paying delivery want stay better respect,30
14317,homer mean,5
14318,starting tomorrow nuclear technician,6
14319,good god,2
14320,tomorrow morning gon na buy ring going house hunting,13
14321,job start tomorrow,5
14322,eh cover,5
14323,homer ohh,4
14325,uh let handle homer,9
14326,oh college boy eh,4
14327,homer god sakes let deliver baby,9
14328,,
14329,homie beautiful,4
14330,hey long got fingers toes fine,15
14331,ahh bart daddy little angel,5
14332,little purpose,8
14333,minutes old,8
14334,,
14335,bart lisa come minute,7
14336,son day born received greatest gift man,16
14337,years went mother blessed twice,13
14338,day goes thank god,16
14339,homer pregnant,4
14340,yeah whoa excellent marge,4
14341,yes,1
14342,,
14343,aw ai cute hey,5
14344,hey god learn kind daaaanncciinng,12
14345,,
14346,dad money buy bart birthday present,12
14347,mon ey,1
14348,dad dollars,8
14349,oh sorry,2
14350,righteous funky c funky lip sync hits right,21
14351,hey kids sit tv radio,16
14352,gon na roll truckin convoy cross con voy,10
14353,bart,4
14354,throw away bulky transmitters broadcasting towers,8
14355,superstar celebrity microphone lets hear voice radio,13
14356,hey good lookin pick later,11
14357,,5
14358,perfect gift birthdays graduations board meetings,9
14359,fired,2
14360,hm bart birthday coming,5
14361,order supply limited,6
14362,limited,1
14363,microphones left,8
14364,,
14365,yeah couple,3
14366,,
14367,marge bart gon na like birthday present year wo like shoe trees got year shelf paper bought christmas buy love,37
14368,,
14369,okay sideshow mel bring birthday cake,8
14370,hey kids sideshow mel mops let names krusty birthday pals today,18
14371,right comes,6
14372,wow best bucks spent,7
14373,bart grampa phone wants wish happy birthday,14
14374,nice message right hit local merchants free birthday goods services,21
14375,,
14376,free birthday sundae,7
14377,eat,5
14378,,
14379,digital audio tape butt kid compact discs recall complaining,21
14380,damn right,2
14381,,
14382,sorry rosarita got ta birthday party,9
14383,farewell señor bart,3
14384,,
14385,hey good ya glad toby lost weight uh oh comes trouble,19
14386,wally hey wally funny,7
14387,hey later okay hey bug parents,11
14388,cool larry looter,4
14390,,
14391,hey hear birthday old,11
14392,,3
14393,great like sing special song,12
14394,hell,2
14395,got ready señor beaver otti,6
14396,ready,6
14397,birthday birthday birthday boy girl,12
14398,,
14399,wha th,2
14400,label maker,4
14401,mmm hmm home got finding patty stubble leg razor,20
14402,ehhh,1
14403,bart bet think nothin gon na cactus check present,15
14404,,1
14405,bart polite,3
14406,,2
14407,bart noticed birthday presents poor crop best hope turns tide,18
14408,gorgeous,2
14409,twins,5
14410,,
14411,beer left bart,10
14412,hey boy microphone working,6
14413,fine,1
14414,bart love present like,10
14415,enjoy,4
14416,listen boy great invention watch,8
14417,got great big con voy rockin night got great big con voy ai beautiful sight con voy,22
14418,quit dad,3
14419,hey good lookin dinner later,9
14420,understand distortion,11
14421,,
14422,,
14423,crappy birthday,4
14458,mean radio created universe stupid kids,17
14424,bart think bad present maybe talk loud father,24
14425,testing testing oh sound like,12
14426,hey work,4
14427,bet lot fun father,18
14428,hmmm,1
14429,,
14430,mmmmm chocolate,2
14431,,
14432,mmmmm chocolate,2
14433,marge need vanilla chocolate strawberry ice cream,8
14434,store tomorrow homer,8
14435,mmmmm chocolate,2
14436,people earth bartron commander martian invasion force planet hands resistance useless,21
14437,,
14438,captured president delicious,8
14439,little,3
14440,wait minute mean like present,10
14441,uh huh,1
14442,aww,1
14443,promise wo play anymore practical jokes,9
14444,promise,2
14445,mama mama,2
14446,maggie talked mama,8
14447,sorry lady,4
14448,oh bart,2
14449,dreamed married corey lived pony farm corey walking shirt,23
14450,oh brotherrr,2
14451,,
14452,mrs krabappel uncalled,6
14453,bravo,1
14454,old man,4
14455,,
14456,rod todd god,5
14457,radio,7
14459,forgive brother believe,6
14460,talk cheap test thy faith walk wall remove later,19
14461,want,6
14462,got job thee bring forth cookies kitchen leave simpsons porch,21
14463,cookies belong parents,7
14464,look want happy god vengeful god,11
14465,happy god,2
14466,quit flapping lip cookies,10
14467,yes sir,2
14468,,
14469,,
14470,whoops,1
14471,help help,2
14472,hoot mon sounds like trouble brewin old,10
14473,help fell,8
14474,help laddie,4
14475,little nip courage,5
14476,way look horse arse,9
14477,sucker,1
14478,,
14479,hey,3
14480,fool kid fell,7
14481,yes,1
14482,,
14483,timmy turned years old,11
14484,timmy parents,5
14485,uh family tried enroll school principal skinner turned away shabby clothes,23
14486,liar,3
14487,booooooo,1
14488,circumference thirty inches unfortunately member city police force slender rescue boy,25
14489,god men bunch marshmallows,9
14490,chief,5
14491,important,3
15392,sherri,3
14492,dark boy timmy told foot trapped rock attempt pull snap like twig,34
14493,desperation city considering unorthodox solutions,9
14494,grasping child firmly talons socrates fly safety watch,16
14495,think coming,6
14496,hook hunk chocolate land boy clean free,18
14497,reach boy freeze liquid nitrogen future generations rescue,20
14498,,
14499,dear lord peel foil bounty ask watch little timmy trapped,24
14500,,
14501,bart wrong,5
14502,yeah timmy real hero,7
14503,mean dad,5
14504,fell,10
14505,hero,7
14506,,6
14507,finally channel krusty clown gathered members entertainment community normally steer clear fashionable causes video called sending love,35
14508,wanted help boy called good friend sting said krusty need said thursday said busy thursday said friday said friday worse thursday said saturday said fine true story,56
14509,yeah open krusty uh fact fired recall,18
14510,sting,1
14511,business kid hole got,25
14512,hole heart deep poor little boy stuck half way hell,21
14513,best thing,12
14599,gas hole,5
14515,sending love,8
14516,way,4
14517,sending love,7
14518,,3
14519,krusty plans royalties,8
14520,got ta pay promotion shipping distribution know limos free left throw,25
14521,,
14522,authentic timmy baby teeth dollars bag,9
14523,step rear plenty room,10
14524,,
14525,awww,1
14526,drop microphone drop boy,6
14527,special report channel news,9
14528,disturbing news old town young timmy apparently taken turn worse,19
14529,simple kent child reverting feral wolf like state artist conception,20
14530,bart,1
14531,trying gnaw foot sock goodnight everybody,17
14532,bart simpson thought boy trapped brought kindness love entire community find fooling gon na want cut rusty razors,39
14533,oh yeah gon na find,9
14534,police catch sooner later,8
14535,police catch cold,7
14536,maybe bet stupid left property bart simpson label radio,20
14537,,
14538,,
14539,cinderella beautiful gown ball satin petticoats delicate think asleep,24
14540,want cup coffee,7
14541,okay brave little guy,4
14542,hey tripped thing,7
14543,,
14544,deserve,7
14545,help help fell,7
14546,tell know,6
14547,bart simpson,6
14548,,6
14549,look level timmy prank playing everybody,20
14550,sure fooled kid,6
14551,hey got idea prank let home sleep,15
14552,good eddie,3
14553,great joke guys ha ha ha guys,7
14554,,
14555,afraid son trapped,10
14556,think worst parents world,10
14557,yeah pretty feeling station,10
14558,,
14559,worry son trapped hole mean live rich life brought krusty doll,25
14560,ow knock bald boob,7
14561,hey come,7
14562,like fit,5
14563,little,4
14564,man,5
14565,liked boy polite,7
14566,save baby boy,9
14567,uh located piece machinery shreveport louisiana pop lickety split,18
14568,,6
14569,afraid got budget problem mrs simpson boy picked bad time fall start fiscal year problemo,34
14570,telling city wo pay boy,16
14571,timmy people loved little guy son kinda played bunch saps,25
14572,,
14600,gentlemen canary died natural causes,7
14601,hole,4
15393,,1
14573,victims cruel hoax perpetrated year old hooligan time come finger pointing squarely aimed boy parents,33
14574,fault want boy accident,13
14575,homer,1
14576,uh edit,8
14577,mr simpson live coast coast,5
14578,,
14579,plus plus little bart simpson buried alive neat sweet rats bart eat,25
14580,hey stop,3
14581,sorry lisa,2
14582,days bart croaks,10
14583,new number hit believe naked funky c funky replaces sending love plunges way number ninety seven,33
14584,called rescue simpson lad taken lot heat flip flopping let stay,29
14585,yeah shutton story,7
14586,bart honey extra warm sweater wear,17
14587,mom big,4
14588,worry grow,6
14589,homer,1
14590,know lot bad stuff years guess paying price things chance smoke cigarette use fake shave swear word hair,45
14591,stands stands gon na outta,17
14592,think,7
14593,agnes got work,6
14594,,
14595,kent brockman special bulletin lincoln squirrel assassinated stay story night,25
14596,going,3
14597,old fashioned hole diggin gar,12
14598,canary,2
14602,sting look tired maybe rest,10
14603,fans needs,8
14604,actually know heard bart play,14
14605,shh marge good digger,6
14606,sting,1
14607,mom dad,2
14608,oh bart missed,7
14609,man scared,5
14610,worry son gon na sure falls,15
14611,,
14612,,4
14613,hey everybody bret gunsilman pivotal week nfl fox,14
14614,,
14615,stay tuned hours exciting football action,10
14616,bye bye belt,3
14617,homer fatty deep fried heavily salted snacks good heart,14
14618,pfft heart fine,6
14619,little beer fire,8
14620,picks today games man right percent time smooth jimmy apollo,20
14621,thank bret game today denver new england close,18
14622,,
14623,compulsive types bet know uh denver,20
14624,whoo hoo denver yeah,4
14625,,
14626,moe tavern peanut bowl freshened hourly,9
14627,moe like bet dollars denver,9
14628,think provide service um uh chief wiggum hand little black book,19
14629,oh sure thing moe coaster,12
14630,big ones denver,5
14631,pleasure business,7
14632,right denver justify love,6
14698,know dolphins,5
14633,end thirteen seconds play new england seven denver,14
14634,,
14635,look dad modest studio apartment malibu stacey doll kitchen prints weekly feminist newsletter,26
14636,daaaaad listening,6
14637,lousy stupid denver,3
14638,,
14639,oh look shoe box house lisa clever,12
14640,dad interested,9
14641,interest,11
14642,burping contests outgrew,12
14643,hmmm want closer maybe bridge gap time pretend interested looking power tools going silly car chase movies things tell older understand,52
14644,think,3
14645,bart,1
14646,whaaat,1
14647,ho look score moxy,6
14648,,5
14649,fun watched game,10
14650,okay sit,10
14651,,1
14652,,3
14653,lisa hear announcer,7
14654,said denver fumbled,5
14655,,
14656,hell soldier boy,6
14657,bart,1
14658,yeah mom,2
14659,thinking father lisa watch game fun went clothes shopping,24
14660,mom love honest need new clothes,13
14661,oh,2
14662,hmm,1
14663,love spend sunny afternoon trying clothes,15
14664,folks right percent time wrong percent time,17
14665,,6
14666,okay jimmy hook got miami cincinnati coming thoughts,14
14667,certainly brett declare miami smooth jimmy lock week,16
14668,oooh big lock right trust guy,13
14669,cincinnati miami game declare cincinnati shoe week,16
14670,huh good case,7
14671,evaluating millions pieces data blink eye gambletron says winner cincinnati points worthless hunk junk,31
14672,want ya,7
14673,yeah,1
14674,need know winners know winners,16
14675,whoa dollars minute dollars additional minute,13
14676,reached coach hot,6
14677,line,1
14678,line,1
14679,yeah lay coach,6
14680,game mi mi,5
14681,mm hm,1
14682,versus,2
14683,cincinnati,1
14684,,1
14685,cincinnati,1
14686,,1
14687,cincinnati,1
14688,ti,1
14689,realize costing money,10
14690,consider things wind,7
14691,doh wind,4
14692,blowing west,6
14693,oh,1
14694,,2
14695,miles hour,3
14696,knots,1
14697,ugh ridiculous supposed lisa think gon na win bengals dolphins,22
14699,good good moe dollars miami dolphins,9
14700,gotcha beans miami um homer got line hello,16
14701,,
14702,moe mr,5
14703,yeah yeah,5
14704,seven dollars rams,10
14705,oh sideshow mel grand,9
14706,,
14707,mom tired wanna home lie minute,15
14708,bart think look sharp shirt,11
14709,fine lets,5
14710,try,9
14711,oooh percent,7
14712,know clothes sale mom people wear beaten,18
14713,beats wearing shirt friend ooh looks good oh cute oh look little bow ties,32
14714,face,7
14715,ya know,3
14716,,
14717,touchdown dolphins,2
14718,right dolphins,3
14719,right dolphins,3
14720,whoo hoo,1
14721,whoo hoo,1
14722,big ones,3
14723,big ones,3
14724,uh oh lisa daddy friend moe promised dollars dolphins won game,19
14725,mean bet,6
14726,bet little thing daddies football exciting,18
14727,exciting savage ballet pro football,13
14728,know like ice cream,9
14729,uh huh,1
14760,good things happen little effort,12
14730,like ice cream better covered hot fudge mounds whipped cream chopped nuts oh crumbled cookie things mash hmmm crumbled cookie things,38
14731,gambling makes good thing better,8
14732,right god like kind bond,13
14733,,
14734,,
14735,got trouble maker booth,8
14736,forget code red booth,9
14737,god socks came,10
14738,un unn let,3
14739,,
14740,bart,1
14741,mom open,7
14742,oh bart use new underwear,9
14743,,
14744,,3
14745,final riverfront stadium miami cincinnati,11
14746,yeah,1
14747,boy mom sure happy won dollars,10
14748,think lisa mother crazy idea gambling wrong okay bible,28
14749,,2
14750,uh point great time today way let tell mother little wager okay,30
14751,okay dad,2
14752,fun,5
14753,bet,2
14754,fun right bart modeling new clothes friends,16
14755,got ta come simpson,6
14756,goodnight dad nice time today,9
14757,honey,3
14758,watch football sunday,9
14759,sure find gets rid unpleasant taste church,12
15482,,
14761,point taken uh mom loosen blanket little dad tucked tight cutting circulation arms legs,29
14762,team fired came play,10
14763,right,2
14764,lose,2
14765,hear said,7
14766,look fear eyes listen quiver voice little boy lost game men,24
14767,think bet,7
14768,bet entire college fund,8
14769,got,3
14770,moe dollars new york,6
14771,start spreadin news new york philadelphia thirty,12
14772,dad hate break mood getting nauseous,11
14773,oh sorry like afternoon games,11
14774,like pure heart seattle got prove raiders cheat,26
14775,extremely suspicious play raiders win,9
14776,,
14777,,
14778,hey new sign working,7
14779,madhouse lisa,5
14780,let football football homo eroticism oddball canadian rules phyllis george,12
14781,,
14782,oh doctor finish final score atlanta seventeen houston thirteen lowly falcons flyin high thunk,26
14783,daughter,4
14784,yeah,2
14785,lisa picked winner time kind special gift,15
14786,dad genius realize houston failed cover outings away turf week scoring touchdowns conference game,33
14787,oh little girl says cutest things,8
14788,know dad sunday fast favorite day week,13
14789,sunday daddy daughter day,5
14790,,
14791,usual moe beer wad bills,10
14792,okay ya lucky moron,4
14793,homer thirty dollars,9
14794,hate smell sweaty feet smell victory,16
14795,aw shut,3
14796,,
14797,look prices finally rid termites cost meal,18
14798,tut tut best family,7
14799,homer help wondering getting money,11
14800,mom man nice loved ones,11
14801,hmm guess,4
14802,hello marco waiter,7
14803,hello homer customer,7
14804,heard uh care select wine,13
14805,honors,4
14806,god passes wine list days marco bring freshest bottle wine chop chop,25
14807,charming lad,2
14808,oh violin guy,3
14809,favorite song lisa,5
14810,broken neck blues,4
14811,play,2
14812,,
14813,play offs loyal fan wearing g string team colors painted body,25
14814,look happy,5
14815,maybe paint shut pores slowly suffocating real fan,19
14816,lisa daddy daughter day daddy needs daughter picks,10
14843,promised mad,6
14817,dad making chiefs star silver bullet special blessing like tie cowboys plus chicago,26
14818,good good moe,5
14819,moe calling,7
14820,bet lisa,6
14821,,
14822,lucky son,10
14823,hey homer wanna bowling sunday,8
14824,barney nuts super bowl sunday,14
14825,ma coming norway uh hell,12
14826,,
14827,doctor said worms anymore happiest day life,19
14828,thank ralph graphic lisa simpson like read essay,14
14829,happiest day life sundays ago sitting daddy knee saints half point favorites kicked meaningless field goal second cover spread,46
14830,dear god,2
14831,,
14832,oh dad bought malibu stacey accessory,12
14833,malibu stacie lunar rovers,11
14834,ooh perfume meryl streep versatility,5
14835,boy know gon na like present,8
14836,shut shut kiss butt shut hell hell,15
14837,dad promise tired,11
14838,homer thoughtful presents tell got money,18
14839,right marge tell promise mad,17
14840,promise mad promise wo,17
14841,right know lisa gambling pro football,15
14842,homer,1
14844,promised mad year old girl,13
14845,marge loses got gift parents supposed encourage kids talent,20
14846,gambling illegal,4
14847,states victimless crime victim moe heh heh heh brought lisa,24
14848,know,5
14849,look problem kids happy smell like meryl streep got foot massager wanted,22
14850,believe marge bad possibly come,10
14851,know dad watching lot tv lately maybe sunday super bowl hike mount springfield fires tire yard beautiful sunsets,40
14852,sounds great honey sunday going bowling barney,13
14853,daddy daughter day,4
14854,worry new football season seven months away,11
14855,wanted help gamble wanted,20
14856,selfish man,5
14857,hell hell,6
14858,hey great present dad,6
14859,,
14860,,
14861,husband bought,6
14862,chips,6
14863,sure,4
14864,tell sonny gambling hockin jewelry chips,28
14865,,
14866,look malibu stacey bought dirty money penthouse alfa romeo collagen injection clinic,21
14867,going shoe box pretty dammit honest,15
14868,lisa simpson giving away ill gotten malibu stacey accessories,13
14871,look lisa bought malibu stacey chinchilla coat,10
14872,huh,1
14873,come buy forgiveness sorry homer,9
14874,look lisa honey sorry hurt feelings good time watching football think good time,30
14875,yeah,3
14876,watch super bowl eh huh,14
14877,like fuss,12
14878,date think cowboys beat spread,13
14879,,3
14880,look dad tell gon na win super bowl want validate theory cared winning money,34
14881,okay,1
14882,think dallas mortal lock,7
14883,dallas whoo hoo,2
14884,,1
14885,mean,10
14886,clouded rage subconsciously want lose case bet farm buffalo,24
14887,lisa favor complete sentence daddy bet money,15
14888,know,3
14889,,
14890,love dallas buffalo,10
14891,,
14892,homer think chip got dip,10
14893,live miami florida home super bowl today gon na seen people countries world including latest stolen affiliates overseas,33
14894,,
14895,,
14896,stupide,1
14897,whaa sorry mrs wellenmelon,5
14898,formidable,1
14899,,
14927,oh sucks snipers,8
14900,oh note like dagger heart got ta outta,15
14901,,
14902,moe tavern home super sunday brunch spectacular,9
14903,oh baloney bread,3
14904,gotcha ya bucks good luck eminence,10
14905,sorry homer money uh outta bookie business,16
14906,moe taking bets,7
14907,hey barney free beer,7
14908,wow,1
14909,worry moe bettin,6
14910,gimme,3
14911,,
14912,greatest gift little girl pick football ruined,18
14913,sir hours minutes pre game got special guest actor troy mcclure new sitcom premiering tonight coincidentally right game,35
14914,thanks bret new called handle care play jack handle retired cop shares apartment retired criminal original odd couple,29
14915,want situation comedy,9
14916,fell love script bret recent trouble irs sealed deal,19
14917,drexel class ooh looks like ready kickoff,14
14918,dallas kicks oh bad kick way short buffalo going start excellent field position,19
14919,buffalo gon na win lisa hates,6
14920,whatcha got riding game,6
14921,daughter,2
14922,gambler,3
14923,score half buffalo fourteen dallas seven,11
14924,,
14925,time tedious super bowl halftime,10
14926,people earth come billion light years bring halftime message peace,17
14928,bart winning,3
14929,hate dad touchdown,8
14930,,
14931,yea,6
14932,touchdown half dan beer dorf duff dry won duff bowl,14
14933,wanted,4
14934,hey homer duff dry wins daughter loves,13
14935,duff dry dallas,4
14936,okay okay great teams,6
14937,huh,1
14938,touchdown cowboys,2
14939,right business,6
14940,,
14941,glad people resist lures big game,13
14942,oh god forgot game,7
14943,,
14944,ticks left clock comes play dallas scores happy looting turning cars lone star state tonight handoff,37
14945,,3
14946,touchdown stick fork dallas cowboys wins super bowl,17
14947,,
14948,guess love dad,5
14949,suspected,4
14950,,
14951,yes loves loves,7
14952,happy homer win money,12
14953,money comes money goes daughter years,19
14954,,
14955,come dad,3
14956,beautiful,2
14957,,3
14958,catch breath home,9
14959,,
14960,,
14961,,
14962,,
14963,cleaning ah kidding,10
15604,,2
14964,maggie grow suck pacifier want,14
14965,,
14966,extra mustard bart sliced diagonally lengthwise light mayo lisa cut crust double bologna homer,20
14967,marge split pants oooh sandwiches today bologna sandwiches slices bologna cheese,27
14968,time time,8
14969,bother raisins gon na eat double bologna double bologna ask pimento forget double bologna hardly,34
14970,,2
14971,lisa pimentos bart hat left toilet homer sew pants bologna,26
14972,thanks mom,2
14973,thanks mom,2
14974,,
14975,videos return grocery list flea dip cat homer dry cleaning think,17
14976,marge ball nick today bottle cap got lodged finger hole,18
14977,homer running late use balls alley,18
14978,alley balls,2
14979,alright whine left hand,10
14980,kids hurry going miss bus,10
14981,way,2
14982,happen,2
14983,damned,4
14984,,
14985,mom bart making faces,6
14986,nervous twitch little sensitive mind,15
14987,mom bart quit quit hey quit quit quit quit quit mommmmm,22
14988,,2
14989,,
14990,fruit leather tree fresh imitation orange drink krusty brand duck sausage pizza,12
14991,,
14992,sorry lady got wrong nick want nick town,16
14993,,
14994,eh know nicky telling flushed ball years,15
14995,,
14996,oh miserable stress headache feels like rat brain,13
14997,time bill marty classic crank,10
14998,hello mr justin sherman,6
14999,yes,1
15000,sir wife dead,5
15001,oh god,3
15002,right walked plate glass window blood,13
15003,talked,6
15004,ahhh,1
15005,,
15006,,
15007,bart making faces,3
15008,lucky red cap,5
15009,alley balls,2
15010,wife dead,4
15011,flushed ball years,7
15012,noooooooo,1
15013,,
15014,,
15015,,
15016,look lady better good,6
15017,,
15018,,
15019,arnie pie arnie sky got big problems springfield memorial bridge people traffic wa ay directions look corner fourteenth elm dropped bagel,42
15020,locked car refuses,9
15021,flash lights,5
15022,yes,1
15023,fresh ideas,6
15024,right chance catch rays,8
15025,got body trunk,9
15026,mr teeny stop fiddling buttons oh gotten chocolate,15
15027,kent brockman reporting live arnie pie traffic copter assure mere morning traffic report,23
15028,hey,1
15029,face facts arnie overworked appreciated housewife snapped parked car bridge refusing budge reporter going lowered channel sky harness exclusive interview,40
15030,,
15031,hey sweetheart matter gettin good stuff home,14
15032,,
15033,,
15034,let let husband,9
15035,explains lot,5
15036,try talk,7
15037,lips,9
15038,hello hello thing hello,7
15039,homer,4
15040,,4
15041,yes,5
15042,yes,3
15043,tell love,5
15044,love,5
15045,uh later tonight think uh snuggle,12
15046,haw haw,2
15047,wrap,7
15048,look marge tell bothering come car promise takes better honey,29
15049,okay,1
15050,cuff boys,3
15051,,
15052,record gals force knew felt,15
15053,nice think loosen cuffs,10
15054,,1
15055,,
15056,worry mr mayor little bird crackin rocks end week,18
15057,wiggum glorified night watchman let,8
15058,broke law,5
15059,thanks civics lesson listen marge simpson goes jail kiss chick vote goodbye gon na break fall,32
15060,word wise quimby write checks butt cash,12
15061,hear loud clear wiggum bite bite,12
15062,talk talk quimby walk walk,11
15063,,
15064,declare today marge simpson day city springfield,14
15065,like trained seals toss fish watch slap fins,15
15066,,
15067,ends goodnight marge,8
15068,,
15069,years ago spanish explorers discovered little piece heaven nestled springfield mountains called rancho relaxo today springfield star health spa,33
15070,swim play tennis sit stare walls rancho relaxo boss,17
15071,remember spell relaxo relax,7
15072,,
15073,,
15074,homer,1
15075,whaa,1
15076,need vacation,4
15077,marge vacation remember mystic caverns,11
15078,,
15079,need unwind,4
15080,know marge come know vacations like monsters seat let face day beach marge sandwich marge sandwich,53
15081,mean vacation,7
15082,mean getting divorce marge change,11
15083,homie love lot couples separate vacations,14
15084,okay swear comin,10
15085,swear,2
15086,right,3
15087,thanks taking children away,9
15088,worry,3
15089,uh huh got months maternity leave gon na use,13
15090,homer bring maggie,6
15091,,
15092,wish thought,5
15093,startin,4
15094,homer maggie want leave house maybe stay,17
15095,sure wise,5
15096,uh huh probably trade beer nudie magazine,12
15097,information care,10
15098,got bounce,7
15099,,
15100,aboard shelbyville badwater cattle skull testing grounds rancho relaxo,12
15101,goodbye homie,2
15102,good bye clean underwear,6
15103,check dryer,3
15104,change maggie,6
15105,needs,4
15106,marge marge use pressure cooker,9
15107,,1
15108,,
15109,coma wkoma restful easy listening coming super set songs clouds,18
15110,,
15111,hello maggie,2
15112,sorry honey mommy went crazy went far far away,9
15113,going awhile,15
15114,,
15115,kids touched tongue sandwiches need drink,12
15116,got clamato mr pibb soy milk,8
15821,cool,1
15117,alright think hit hay,9
15118,afternoon,5
15119,aware time,5
15120,lisa sleep bed bart sleeping aunt patty,14
15121,bed,3
15122,uh huh warn told snore,11
15123,divorce court minutes,7
15124,scared lisa,3
15125,think know fear seen naked,10
15126,aaah,1
15127,,
15128,oh hello welcome rancho relaxo,7
15129,troy mc clure remember films today kill tomorrow die gladys groovy mule today greatest role video tour guide rancho relaxo,40
15130,tour starts room relaxo vision offers latest hollywood hits midnight finest r rated movies europe offer ooh la la today selections,33
15131,thelma louise happy little elves meet fuzzy snuggleduck erotic awakening s,16
15132,chef rodrigo,7
15133,taste troy,5
15134,mmm mmm mmm good tastes good,12
15135,wrong troy pot fourteen calories,12
15136,ahh ahh gregory life,10
15137,feeling tense,2
15138,uh huh,1
15139,push phone pound sign rest,17
15140,maggie nummy nummy num,5
15141,mmm strained peas,3
15142,let,2
15143,marge times like glad flunked mexican med school,15
15144,,
15217,hi homie feel better,6
15145,hi barney thanks keeping company,7
15146,problem little bart remember uncle barney hey homer let hold,19
15147,right careful,6
15148,whoa smells stinky oh,7
15149,,
15150,bart looking people things find good,13
15151,said aye carumba,11
15152,hey lis bang bang,5
15153,ah bart black head gun,6
15154,eew,1
15155,best macgyver,3
15156,mm hmm richard dean anderson dreams tonight,10
15157,,
15158,,
15159,sleep da da da da da da da da da da dee dee dee dee dee christmas day nice goodnight little pork chop,32
15160,,
15161,,
15162,,
15163,oh maggie time feeding,8
15164,heh heh heh,3
15165,,
15166,maggie,1
15167,maggie,1
15168,maggie,1
15169,maggie,1
15170,maggieeee,1
15171,oh man want bad night try sleeping,13
15172,barney lost baby worst thing,12
15173,worry worry know gon na gon na omlette,16
15174,help look,4
15175,sure kinds cheese,11
15176,,1
15177,hey homer think got,7
15178,come,2
15179,barney gon na pull arm,7
15180,sooner sooner omlettes,12
15181,,
15182,,
15183,verdict,4
15184,oh dear god bag head,12
15185,yes,3
15186,,
15187,hello like department missing babies,8
15188,hold,2
15189,,
15190,bungee jumping kayaking calligraphy cigar making hula dancing hmm guess,14
15191,seen rancho relaxo offer,10
15192,uh huh,1
15193,remember tell good time tell,17
15194,oh,1
15195,said dolores montenegro calling quakers way baby,15
